"doi","all_links"
"10.3389/feduc.2024.1379910",""
"10.3389/feduc.2024.1324506",""
"",""
"10.3389/feduc.2024.1360696",""
"10.3389/feduc.2024.1256960",""
"10.3389/feduc.2024.1303107",""
"10.3389/feduc.2024.1348775",""
"",""
"10.3389/feduc.2024.1372697",""
"10.3389/feduc.2024.1355952",""
"10.3389/feduc.2024.1346739",""
"10.3389/feduc.2023.1119521",""
"10.3389/feduc.2024.1293516",""
"10.3389/feduc.2024.1253782",""
"10.3389/feduc.2024.1323843",""
"10.3389/feduc.2023.1147599",""
"10.3389/feduc.2024.1356626",""
"",""
"10.3389/feduc.2024.1296141",""
"10.3389/feduc.2024.1287744","https://osf.io/82acz"
"10.3389/feduc.2024.1299896",""
"10.3389/feduc.2024.1276828",""
"10.3389/feduc.2024.1272545",""
"10.3389/feduc.2023.1242876",""
"10.3389/feduc.2024.1335249",""
"10.3389/feduc.2024.1331771",""
"10.3389/feduc.2024.1312845",""
"10.3389/feduc.2024.1323898",""
"10.3389/feduc.2024.1331911",""
"10.3389/feduc.2024.1337716",""
"10.3389/feduc.2024.1322774",""
"10.3389/feduc.2024.1339625",""
"",""
"10.3389/feduc.2024.1330804",""
"10.3389/feduc.2024.1293437",""
"",""
"",""
"10.3389/feduc.2024.1352029",""
"10.3389/feduc.2024.1344997",""
"10.3389/feduc.2024.1336576",""
"10.3389/feduc.2024.1293237",""
"",""
"10.3389/feduc.2024.1298337",""
"",""
"10.3389/feduc.2024.1343406",""
"10.3389/feduc.2024.1164498",""
"10.3389/feduc.2024.1258358",""
"10.3389/feduc.2024.1330449",""
"10.3389/feduc.2024.1234268",""
"10.3389/feduc.2024.1364723",""
"10.3389/feduc.2024.1302608",""
"10.3389/feduc.2024.1213108",""
"10.3389/feduc.2024.1281161",""
"10.3389/feduc.2024.1316981",""
"10.3389/feduc.2024.1284726",""
"10.3389/feduc.2024.1348871",""
"",""
"10.3389/feduc.2024.1182660",""
"10.3389/feduc.2024.1326752",""
"10.3389/feduc.2024.1357946",""
"10.3389/feduc.2024.1337302",""
"10.3389/feduc.2024.1335663",""
"10.3389/feduc.2024.1167114",""
"10.3389/feduc.2024.1235261",""
"10.3389/feduc.2024.1332597",""
"10.3389/feduc.2024.1345205",""
"10.3389/feduc.2024.1321547",""
"10.3389/feduc.2024.1270164",""
"10.3389/feduc.2024.1348377",""
"10.3389/feduc.2024.1264894",""
"10.3389/feduc.2024.1304386",""
"10.3389/feduc.2024.1194982",""
"",""
"10.3389/feduc.2024.1328247",""
"10.3389/feduc.2024.1182446",""
"10.1111/cars",""
"",""
"10.3389/feduc.2024.1330034",""
"10.3389/feduc.2024.1332170",""
"10.3389/feduc.2023.1213444",""
"10.3389/feduc.2024.1305771",""
"10.3389/feduc.2024.1170118",""
"",""
"10.3389/feduc.2024.1326437",""
"",""
"10.3389/feduc.2024.1339957",""
"10.3389/feduc.2024.1316059","https://osf.io/h7n5p"
"10.3389/feduc.2024.1229126",""
"10.3389/feduc.2024.1348194",""
"10.3389/feduc.2024.1337932",""
"10.3389/feduc.2024.1237116",""
"10.3389/feduc.2024.1306197",""
"10.3389/feduc.2024.1306080",""
"",""
"10.3389/feduc.2024.1299315",""
"10.3389/feduc.2023.1276380",""
"10.3389/feduc.2024.1327087",""
"",""
"",""
"",""
"10.3389/feduc.2023.1231602",""
"10.3389/feduc.2024.1270622",""
"10.3389/feduc.2024.1285809",""
"",""
"10.3389/feduc.2024.1248705",""
"10.3389/feduc.2024.1277835",""
"10.3389/feduc.2024.1291070",""
"",""
"",""
"10.3389/feduc.2024.1291898",""
"10.3389/feduc.2024.1167294",""
"10.3389/feduc.2024.1307929",""
"10.3389/feduc.2024.1295824",""
"10.3389/feduc.2024.1276299",""
"10.3389/feduc.2024.1223022",""
"10.3389/feduc.2024.1332850",""
"10.3389/feduc.2024.1193914",""
"10.3389/feduc.2024.1342378",""
"10.3389/feduc.2024.1344073",""
"10.3389/feduc.2023.1244678",""
"10.3389/feduc.2024.1287615",""
"10.3389/feduc.2024.1332413",""
"10.3389/feduc.2024.1287521",""
"10.3389/feduc.2024.1331127",""
"10.3389/feduc.2024.1306298",""
"10.3389/feduc.2024.1328769",""
"10.3389/feduc.2024.1291831","https://github.com/nurkhan01/balonskiy"
"10.3389/feduc.2024.1340120",""
"",""
"10.3389/feduc.2024.1329734",""
"10.3389/feduc.2024.1284593",""
"10.3389/feduc.2024.1307847",""
"10.3389/feduc.2024.1341712",""
"10.3389/feduc.2024.1301415",""
"10.3389/feduc.2024.1250886",""
"10.3389/feduc.2024.1247701",""
"10.3389/feduc.2024.1309642",""
"10.3389/feduc.2023.1334357",""
"10.3389/feduc.2024.1322872",""
"10.3389/feduc.2024.1328864","https://osf.io/vb3jd"
"",""
"10.3389/feduc.2024.1089422",""
"10.3389/feduc.2024.1291669",""
"10.3389/feduc.2024.1245983",""
"",""
"10.3389/feduc.2024.1235291",""
"10.3389/feduc.2024.1333771",""
"10.3389/feduc.2024.1244113",""
"10.3389/feduc.2024.1335747",""
"10.3389/feduc.2024.1305073",""
"10.3389/feduc.2024.1199086",""
"10.3389/feduc.2023.1305532",""
"10.3389/feduc.2024.1285954",""
"10.3389/feduc.2024.1323104",""
"10.3389/feduc.2024.1343510",""
"10.3389/feduc.2024.1286132",""
"10.3389/feduc.2024.1270484",""
"10.3389/feduc.2024.1286151",""
"10.3389/feduc.2024.1208925",""
"10.3389/feduc.2024.1331199",""
"10.3389/feduc.2024.1306092",""
"10.3389/feduc.2023.1258298",""
"10.3389/feduc.2024.1273757",""
"10.3389/feduc.2024.1345661",""
"10.3389/feduc.2024.1331674",""
"10.3389/feduc.2023.1250197",""
"10.3389/feduc.2024.1330456",""
"10.3389/feduc.2024.1246889",""
"",""
"",""
"",""
"10.3389/feduc.2024.1162738",""
"10.3389/feduc.2023.1333824",""
"10.3389/feduc.2023.1261086",""
"10.3389/feduc.2024.1271541",""
"10.3389/feduc.2024.1301952",""
"10.3389/feduc.2024.1304252",""
"10.3389/feduc.2024.1282448",""
"",""
"10.3389/feduc.2023.1251063",""
"10.3389/feduc.2024.1288270",""
"10.3389/feduc.2023.1259324",""
"10.3389/feduc.2024.1274126",""
"10.3389/feduc.2024.1293736",""
"10.3389/feduc.2023.1259391",""
"10.3389/feduc.2023.1331321",""
"10.3389/feduc.2023.1291586",""
"10.3389/feduc.2024.1346403",""
"10.3389/feduc.2023.1306532",""
"",""
"10.3389/feduc.2024.1207059",""
"10.3389/feduc.2023.1335605",""
"10.3389/feduc.2023.1231010",""
"10.3389/feduc.2023.1341690",""
"10.3389/feduc.2023.1334153",""
"10.3389/feduc.2024.1272297",""
"10.3389/feduc.2024.1281334",""
"10.3389/feduc.2023.1279200",""
"10.3389/feduc.2023.1217790",""
"10.3389/feduc.2024.1332144",""
"10.3389/feduc.2023.1252731","https://osf.io/7xz8y/? view_only=df40a3b0b73e4331aea6e9744578d7ba"
"10.3389/feduc.2023.1327421",""
"10.3389/feduc.2023.1179179",""
"10.3389/feduc.2023.1339173",""
"10.3389/feduc.2023.1307387",""
"10.3389/feduc.2023.1287500",""
"10.3389/feduc.2023.1287259",""
"",""
"10.3389/feduc.2023.1265193",""
"10.3389/feduc.2023.1264624",""
"10.3389/feduc.2023.1339211",""
"10.3389/feduc.2023.1310337",""
"10.3389/feduc.2023.1294542",""
"10.3389/feduc.2023.1338321",""
"10.3389/feduc.2023.1295413",""
"10.3389/feduc.2023.1286594",""
"10.3389/feduc.2023.1256849",""
"10.3389/feduc.2023.1157614",""
"10.3389/feduc.2023.1345697",""
"10.3389/feduc.2023.1347143",""
"10.3389/feduc.2023.1303952",""
"10.3389/feduc.2023.1275518",""
"10.3389/feduc.2023.1217066",""
"10.3389/feduc.2023.1330898",""
"10.3389/feduc.2023.1308664",""
"10.3389/feduc.2023.1229111",""
"10.3389/feduc.2023.1186606",""
"10.3389/feduc.2023.1325177",""
"10.3389/feduc.2023.1296658",""
"",""
"10.3389/feduc.2023.1240909",""
"10.3389/feduc.2023.1331607",""
"10.3389/feduc.2023.1251223",""
"10.3389/feduc.2023.1284177",""
"10.3389/feduc.2023.1327641",""
"10.3389/feduc.2023.1242285",""
"10.3389/feduc.2023.1304918",""
"10.3389/feduc.2023.1306568",""
"",""
"10.3389/feduc.2023.1276439",""
"10.3389/feduc.2023.1322323",""
"10.3389/feduc.2023.1321206",""
"10.3389/feduc.2023.1330405",""
"10.3389/feduc.2023.1302701","https://github.com/pauliinav/short_story_reading_behaviour_public"
"10.3389/feduc.2023.1305747",""
"10.3389/feduc.2023.1277218",""
"10.3389/feduc.2023.1295500",""
"10.3389/feduc.2023.1278717",""
"10.3389/feduc.2023.1217317",""
"10.3389/feduc.2023.1304016",""
"10.3389/feduc.2023.1322263",""
"10.3389/feduc.2023.1320822",""
"10.3389/feduc.2023.1184768",""
"10.3389/feduc.2023.1326515",""
"10.3389/feduc.2023.1302326",""
"10.3389/feduc.2023.1205478",""
"10.3389/feduc.2023.1290630",""
"10.3390/su131810234",""
"10.3389/feduc.2023.1322103",""
"10.3389/feduc.2023.1284666",""
"10.3389/feduc.2023.1231633",""
"10.3389/feduc.2023.1212952",""
"10.3389/feduc.2023.1289424",""
"10.3389/feduc.2023.1228610",""
"",""
"",""
"10.3389/feduc.2023.1291971",""
"10.3389/feduc.2023.1263360",""
"10.3389/feduc.2023.1183994",""
"10.3389/feduc.2023.1271006",""
"10.3389/feduc.2023.1277638",""
"",""
"10.3389/feduc.2023.1248229",""
"10.3389/feduc.2023.1293571",""
"10.3389/feduc.2023.1213463",""
"10.3389/feduc.2023.1301135",""
"10.3389/feduc.2023.1247670",""
"10.3389/feduc.2023.1304688",""
"",""
"10.3389/feduc.2023.1284305",""
"10.3389/feduc.2023.1329810",""
"10.3389/feduc.2023.1333415",""
"10.3389/feduc.2023.1308117",""
"10.3389/feduc.2023.1270480",""
"10.3389/feduc.2023.1303041",""
"10.3389/feduc.2023.1305464",""
"10.3389/feduc.2023.1302693",""
"10.3389/feduc.2023.1208671",""
"10.3389/feduc.2023.1252543",""
"10.3389/feduc.2023.1303765",""
"10.3389/feduc.2023.1308509",""
"10.3389/feduc.2023.1295268",""
"10.3389/feduc.2023.1294763",""
"10.3389/feduc.2023.1298171",""
"10.3389/feduc.2023.1275126",""
"10.3389/feduc.2023.1225819",""
"",""
"10.3389/feduc.2023.1304596",""
"10.3389/feduc.2023.1270567",""
"10.3389/feduc.2023.1230014",""
"10.3389/feduc.2023.1271245",""
"10.3389/feduc.2023.1289322",""
"10.3389/feduc.2023.1314584",""
"10.3389/feduc.2023.1227178",""
"10.3389/feduc.2023.1321034",""
"",""
"10.3389/feduc.2023.1286485",""
"10.3389/feduc.2023.1302099",""
"10.3389/feduc.2023.1295249",""
"10.3389/feduc.2023.1275951",""
"10.3389/feduc.2023.1303617",""
"","https://osf.io/fcx67/? view_only=a4fd9739a91647ca8cd41739f64aab5d"
"10.3389/feduc.2023.1297055",""
"10.3389/feduc.2023.1301269",""
"10.3389/feduc.2023.1274430",""
"10.3389/feduc.2023.1281746",""
"10.3389/feduc.2023.1232822",""
"10.3389/feduc.2023.1270851",""
"10.3389/feduc.2023.1293259",""
"10.3389/feduc.2023.1284718",""
"",""
"10.3389/feduc.2023.1242708",""
"10.3389/feduc.2023.1215436",""
"10.3389/feduc.2023.1278231",""
"",""
"10.3389/feduc.2023.1111981",""
"10.3389/feduc.2023.1257731",""
"10.3389/feduc.2023.1271789",""
"10.3389/feduc.2023.1261192",""
"10.13039/501100011033",""
"10.3389/feduc.2023.1226718",""
"",""
"10.3389/feduc.2023.1249946",""
"10.3389/feduc.2023.1146193",""
"",""
"10.3389/feduc.2023.1264120",""
"10.3389/feduc.2023.1278541",""
"10.3389/feduc.2023.1254025",""
"10.3389/feduc.2023.1291221",""
"10.3389/feduc.2023.1291407",""
"10.3389/feduc.2023.1281949",""
"10.3389/feduc.2023.1325256",""
"10.3389/feduc.2023.1265793",""
"10.3389/feduc.2023.1300391",""
"10.3389/feduc.2023.1062556",""
"10.3389/feduc.2023.1280766","https://osf.io/2ach4/? view_only=6cd13dbe667846babd7f1bd141468df6"
"10.3389/feduc.2023.1223409",""
"10.3389/feduc.2023.1325592",""
"10.3389/feduc.2023.1299059",""
"10.3389/feduc.2023.1272671",""
"10.3389/feduc.2023.1317191","https://github.com/niblse/barriers_survey_2022"
"10.3389/feduc.2023.1241031",""
"10.3389/feduc.2023.1198169",""
"10.3389/feduc.2023.1295781",""
"10.3389/feduc.2023.1253926",""
"",""
"",""
"",""
"",""
"10.3389/feduc.2023.1279921",""
"10.3389/feduc.2023.1258980",""
"10.3389/feduc.2023.1214396",""
"10.3389/feduc.2023.1291357",""
"10.3389/feduc.2023.1258791",""
"10.3389/feduc.2023.1270941",""
"10.3389/feduc.2023.1233058",""
"10.3389/feduc.2023.1254436",""
"10.3389/feduc.2023.1290857",""
"10.3389/feduc.2023.1291032",""
"",""
"10.3389/feduc.2023.1274441",""
"10.3389/feduc.2023.1280581",""
"10.3389/feduc.2023.1225103",""
"10.3389/feduc.2023.1270700",""
"10.3389/feduc.2023.1218120",""
"10.3389/feduc.2023.1293885",""
"10.3389/feduc.2023.1268302",""
"",""
"10.3389/feduc.2023.1197197",""
"10.3389/feduc.2023.1290287",""
"",""
"10.3389/feduc.2023.1283701",""
"10.3389/feduc.2023.1301957",""
"10.3389/feduc.2023.1242623",""
"10.3389/feduc.2023.1279524",""
"",""
"10.3389/feduc.2023.1130113",""
"10.3389/feduc.2023.1271335",""
"10.3389/feduc.2023.1272325",""
"10.3389/feduc.2023.1177033",""
"10.3389/feduc.2023.1166018",""
"",""
"10.3389/feduc.2023.1200389",""
"10.3389/feduc.2023.1156518",""
"10.3389/feduc.2023.1265501",""
"",""
"10.3389/feduc.2023.1215342",""
"10.3389/feduc.2023.1289892",""
"10.3389/feduc.2023.1275297",""
"10.3389/feduc.2023.1282848",""
"",""
"10.3389/feduc.2023.1137866",""
"10.3389/feduc.2023.1278279",""
"10.3389/feduc.2023.1252842",""
"10.3389/feduc.2023.1258273",""
"",""
"10.3389/feduc.2023.1215500",""
"10.3389/feduc.2023.1237719",""
"10.3389/feduc.2023.1279746",""
"",""
"10.3389/feduc.2023.1280609",""
"10.3389/feduc.2023.1264868",""
"10.3389/feduc.2023.1258447",""
"10.3389/feduc.2023.1288640",""
"10.3389/feduc.2023.1289526",""
"10.3389/feduc.2023.1304027",""
"10.3389/feduc.2023.1291845","https://osf.io/yjta3"
"",""
"10.3389/feduc.2023.1284618",""
"10.3389/feduc.2023.1199756",""
"",""
"10.3389/feduc.2023.1170348",""
"10.3389/feduc.2023.1027493",""
"10.3389/feduc.2023.1078001",""
"10.3389/feduc.2023.1215007",""
"10.3389/feduc.2023.1127509",""
"",""
"10.3389/feduc.2023.1175457",""
"10.3389/feduc.2023.1257681",""
"10.3389/feduc.2023.1179865",""
"10.3389/feduc.2023.1276455",""
"10.3389/feduc.2023.1268904",""
"10.3389/feduc.2023.1287273",""
"10.3389/feduc.2023.1280536",""
"10.1080/1754730x.2016.1154474",""
"",""
"10.3389/feduc.2023.1171554",""
"",""
"",""
"10.3389/feduc.2023.1145227",""
"",""
"10.3389/feduc.2023.1279861",""
"10.3389/feduc.2023.964699",""
"10.3389/feduc.2023.1201680",""
"10.3389/feduc.2023.1239777",""
"10.3389/feduc.2023.1266826",""
"10.3389/feduc.2023.1252353",""
"10.3389/feduc.2023.1193498",""
"",""
"10.3389/feduc.2023.1221115",""
"10.3389/feduc.2023.1175871",""
"10.3389/feduc.2023.1155374",""
"10.3389/feduc.2023.1256996",""
"10.3389/feduc.2023.1273423",""
"10.3389/feduc.2023.1162499",""
"10.3389/feduc.2023.1149765",""
"10.3389/feduc.2023.1239619",""
"10.3389/feduc.2023.1150229",""
"10.3389/feduc.2023.1260820",""
"10.3389/feduc.2023.1164856",""
"",""
"10.3389/feduc.2023.1000328",""
"10.3389/feduc.2023.1144399",""
"10.3389/feduc.2023.1192853",""
"",""
"10.3389/feduc.2023.1251163",""
"10.3389/feduc.2023.1202442",""
"10.3389/feduc.2023.1267459",""
"10.3389/feduc.2023.1253622",""
"10.3389/feduc.2023.1156516",""
"10.3389/feduc.2023.1183025",""
"10.3389/feduc.2023.1209511",""
"10.3389/feduc.2023.1083050",""
"",""
"",""
"10.3389/feduc.2023.1268550",""
"10.3389/feduc.2023.1236415",""
"","https://osf.io/uk6xc"
"",""
"10.3389/feduc.2023.1228905",""
"10.3389/feduc.2023.955967",""
"10.3389/feduc.2023.1193845",""
"10.3389/feduc.2023.1268651",""
"10.3389/feduc.2023.1267690",""
"10.3389/feduc.2023.1277575",""
"10.3389/feduc.2023.1239177",""
"10.3389/feduc.2023.1281438",""
"",""
"10.3389/feduc.2023.1190838",""
"10.3389/feduc.2023.1233651",""
"10.3389/feduc.2023.1237076",""
"10.3389/feduc.2023.1137563",""
"",""
"10.3389/feduc.2023.1259428",""
"10.3389/feduc.2023.1192760",""
"10.3389/feduc.2023.1142572",""
"10.3389/feduc.2023.1025515",""
"10.3389/feduc.2023.1240782",""
"10.3389/feduc.2023.1278400",""
"10.3389/feduc.2023.1214321",""
"10.3389/feduc.2023.1185698",""
"10.3389/feduc.2023.1244686",""
"",""
"10.3389/feduc.2023.1259364",""
"10.3389/feduc.2023.1240658",""
"10.3389/feduc.2023.1224303",""
"",""
"10.3389/feduc.2023.1138617",""
"10.3389/feduc.2023.1229433",""
"10.3389/feduc.2023.1085526",""
"10.3389/feduc.2023.1240411",""
"",""
"10.3389/feduc.2023.1252899",""
"",""
"10.3389/feduc.2023.1102926",""
"10.3389/feduc.2023.1239751",""
"10.3389/feduc.2023.1164485",""
"10.3389/feduc.2023.1206880",""
"10.3389/feduc.2023.1137042",""
"10.3389/feduc.2023.1174751",""
"10.3389/feduc.2023.1148344",""
"10.3389/feduc.2023.1241998",""
"10.3389/feduc.2023.1257976",""
"10.3389/feduc.2023.1282227",""
"10.3389/feduc.2023.1217826",""
"10.3389/feduc.2023.1231533",""
"10.3389/feduc.2023.1252528",""
"",""
"","https://github.com/llorban/term.papers"
"",""
"",""
"10.3389/feduc.2023.1083362",""
"10.3389/feduc.2023.1199617",""
"10.3389/feduc.2023.1219224",""
"10.3389/feduc.2023.1271078",""
"10.3389/feduc.2023.1217806",""
"10.3389/feduc.2023.1113996",""
"",""
"10.3389/feduc.2023.1154652",""
"10.3389/feduc.2023.1114803",""
"10.3389/feduc.2023.1233978",""
"10.3389/feduc.2023.1204642",""
"10.3389/feduc.2023.1197324",""
"10.3389/feduc.2023.1250240",""
"10.3389/feduc.2023.1225169","https://osf.io/b8kvs/? view_only=a3adc32189444f69847b1327df13eebb"
"10.3389/feduc.2023.1220658",""
"10.3389/feduc.2023.1199392",""
"10.3389/feduc.2023.1253011",""
"10.3389/feduc.2023.1227186",""
"10.3389/feduc.2023.1231701",""
"10.3389/feduc.2023.1220688",""
"10.3389/feduc.2023.980881",""
"",""
"10.3389/feduc.2023.1185547",""
"10.3389/feduc.2023.1145043",""
"10.3389/feduc.2023.1223665",""
"10.3389/feduc.2023.1231399",""
"10.3389/feduc.2023.1210153",""
"10.3389/feduc.2023.1213857",""
"10.3389/feduc.2023.1214904",""
"10.3389/feduc.2023.1248823",""
"10.3389/feduc.2023.1250661",""
"10.3389/feduc.2023.1185167",""
"10.3389/feduc.2023.1254048",""
"10.3389/feduc.2023.1267308",""
"",""
"10.1007/s10763-022-10310-5",""
"10.3389/feduc.2023.1076751",""
"10.3389/feduc.2023.1165610",""
"10.3389/feduc.2023.1194746",""
"10.3389/feduc.2023.1210678",""
"10.3389/feduc.2023.1015638",""
"",""
"",""
"10.3389/feduc.2023.1191619",""
"10.3389/feduc.2023.1216780",""
"10.3389/feduc.2023.1007137",""
"10.3389/feduc.2023.1244548",""
"10.3389/feduc.2023.1178655",""
"10.3389/feduc.2023.1201534",""
"10.3389/feduc.2023.1255172",""
"10.3389/feduc.2023.1253595",""
"10.3389/feduc.2023.1233018",""
"10.3389/feduc.2023.1257119",""
"10.3389/feduc.2023.1229680",""
"10.3389/feduc.2023.1237707",""
"10.3389/feduc.2023.1206536",""
"",""
"10.3389/feduc.2023.1229129",""
"10.3389/feduc.2023.1205501",""
"10.3389/feduc.2023.1183079",""
"10.3389/feduc.2023.1224075",""
"10.3389/feduc.2023.1154531",""
"",""
"10.3389/feduc.2023.1201688",""
"10.3389/feduc.2023.1226529",""
"10.3389/feduc.2023.1223175",""
"10.3389/feduc.2023.1225113",""
"",""
"10.3389/feduc.2023.1171938",""
"10.3389/feduc.2023.1222549",""
"10.3389/feduc.2023.1221569",""
"10.3389/feduc.2023.1186522",""
"10.3389/feduc.2023.1191267",""
"10.3389/feduc.2023.1183907",""
"",""
"",""
"",""
"10.3389/feduc.2023.1250461",""
"10.3389/feduc.2023.1215361",""
"10.3389/feduc.2023.1194968",""
"",""
"10.3389/feduc.2023.1145293",""
"10.3389/feduc.2023.1241618",""
"10.3389/feduc.2023.1104945","https://osf.io/59ew8"
"10.3389/feduc.2023.1209816",""
"",""
"",""
"10.3389/feduc.2023.1144134",""
"10.3389/feduc.2023.1143773",""
"",""
"10.3389/feduc.2023.1183462",""
"10.3389/feduc.2023.1173661",""
"10.3389/feduc.2023.1186908",""
"10.3389/feduc.2023.1217756",""
"10.3389/feduc.2023.1216318",""
"10.3389/feduc.2023.1160023",""
"10.3389/feduc.2023.1129309",""
"10.3389/feduc.2023.1146990",""
"10.3389/feduc.2023.1195200",""
"10.3389/feduc.2023.1097993",""
"10.3389/feduc.2023.1140905",""
"10.3389/feduc.2023.1204539",""
"10.3389/feduc.2023.1063863",""
"10.3389/feduc.2023.1156725",""
"",""
"10.3389/feduc.2023.1198034",""
"10.3389/feduc.2023.1184719",""
"10.3389/feduc.2023.1191136",""
"10.3389/feduc.2023.1190462",""
"10.3389/feduc.2023.1225834",""
"10.3389/feduc.2023.1211403",""
"10.3389/feduc.2023.1228181",""
"10.3389/feduc.2023.1210664",""
"10.3389/feduc.2023.1214124",""
"",""
"10.3389/feduc.2023.1239443",""
"10.3389/feduc.2023.1198094",""
"10.3389/feduc.2023.1183695",""
"",""
"",""
"10.3389/feduc.2023.1215510",""
"10.3389/feduc.2023.1096148",""
"",""
"",""
"10.1080/00219266.2018.1447002",""
"10.3389/feduc.2023.1241018",""
"10.3389/feduc.2023.1167486",""
"10.3389/feduc.2023.1141896",""
"",""
"10.3389/feduc.2023.1232529",""
"10.3389/feduc.2023.1223656",""
"10.3389/feduc.2023.1165228",""
"10.3389/feduc.2023.1210968",""
"",""
"10.3389/feduc.2023.1212158",""
"10.3389/feduc.2023.1153618",""
"10.3389/feduc.2023.930283",""
"10.3389/feduc.2023.1154609","https://github.com/peadams/ia-concept-maps; https://github.com/aeb0084/ideological-for; https://github.com/aeb0084"
"",""
"10.3389/feduc.2023.1177035",""
"10.3389/feduc.2023.1159558",""
"10.3389/feduc.2023.1107341",""
"10.3946/kjme.2016.10",""
"10.3389/feduc.2023.1137432",""
"10.3389/feduc.2023.1228269",""
"10.3389/feduc.2023.1216658",""
"10.3389/feduc.2023.1233372",""
"10.3389/feduc.2023.1233337",""
"10.3389/feduc.2023.1077882",""
"10.3389/feduc.2023.1102901",""
"10.3389/feduc.2023.1112577",""
"10.3389/feduc.2023.1068938",""
"10.3389/feduc.2023.1134190",""
"10.3389/feduc.2023.1232273",""
"10.3389/feduc.2023.1209856",""
"10.3389/feduc.2023.1181157",""
"10.3389/feduc.2023.1182508",""
"10.3389/feduc.2023.1207086",""
"10.3389/feduc.2023.1164413",""
"10.3389/feduc.2023.1144010",""
"10.3389/feduc.2023.1213355",""
"10.3389/feduc.2023.1091562",""
"10.3389/feduc.2023.1084761",""
"10.3389/feduc.2023.1141063",""
"10.3389/feduc.2023.1185469",""
"10.3389/feduc.2023.1187319",""
"10.3389/feduc.2023.1147954",""
"10.3389/feduc.2023.1134040",""
"",""
"",""
"10.3389/feduc.2023.1159373",""
"10.3389/feduc.2023.1225623",""
"10.3389/feduc.2023.1149332",""
"10.3389/feduc.2023.1022876",""
"10.1007/s10956-023-10039-y",""
"10.3389/feduc.2023.1211580",""
"10.3389/feduc.2023.1139648",""
"10.3389/feduc.2023.1189016",""
"10.3389/feduc.2023.1179684",""
"10.3389/feduc.2023.1022580",""
"",""
"",""
"10.3389/feduc.2023.1173536",""
"10.3389/feduc.2023.1082577",""
"10.3389/feduc.2023.1144220",""
"10.3389/feduc.2023.1198307",""
"10.3389/feduc.2023.1215549",""
"10.3389/feduc.2023.1182824",""
"",""
"10.3389/feduc.2023.1179015",""
"10.3389/feduc.2023.1212994",""
"",""
"10.3389/feduc.2023.1145588",""
"10.3389/feduc.2023.1081143",""
"10.3389/feduc.2023.1094156",""
"10.1080/1359866x.2019.1633623",""
"10.3389/feduc.2023.990204",""
"10.3389/feduc.2023.1220279",""
"",""
"10.3389/feduc.2023.1211487",""
"10.3389/feduc.2023.1153084",""
"10.3389/feduc.2023.1199174",""
"10.3389/feduc.2023.1028548",""
"10.3389/feduc.2023.1121985",""
"",""
"10.3389/feduc.2023.1155020",""
"10.3389/feduc.2023.1192095",""
"10.3389/feduc.2023.1200792",""
"10.3389/feduc.2023.1181004",""
"10.3389/feduc.2023.1157248",""
"10.3389/feduc.2023.1192754",""
"10.3389/feduc.2023.1208854",""
"10.3389/feduc.2023.1139176",""
"10.3389/feduc.2023.1062099",""
"",""
"10.3389/feduc.2023.1170247",""
"10.3389/feduc.2023.951216",""
"10.3389/feduc.2023.1197296",""
"10.3389/feduc.2023.1153087",""
"10.3389/feduc.2023.1176913",""
"10.3389/feduc.2023.1217680",""
"10.3389/feduc.2023.1191355",""
"",""
"10.3389/feduc.2023.1204697",""
"10.3389/feduc.2023.1179584",""
"",""
"",""
"10.3389/feduc.2023.1185906",""
"10.3389/feduc.2023.1036050",""
"",""
"10.3389/feduc.2023.1136303",""
"10.3389/feduc.2023.1190551",""
"10.3389/feduc.2023.1092672",""
"10.3389/feduc.2023.976906",""
"10.3389/feduc.2023.1162335",""
"10.3389/feduc.2023.1173792",""
"10.3389/feduc.2023.1154786",""
"10.3389/feduc.2023.1190150",""
"10.3389/feduc.2023.987688",""
"10.3389/feduc.2023.1129206",""
"10.3389/feduc.2023.1173703",""
"10.3389/feduc.2023.1165319",""
"10.3389/feduc.2023.988043",""
"10.3389/feduc.2023.1162681",""
"10.1111/desc.12786","https://osf.io/f6phe/? view_only=8a91da5d41304cc8b1f41e68c72596a8"
"",""
"",""
"10.2190/CS.9.4.",""
"10.3389/feduc.2023.1092793",""
"10.3389/feduc.2023.1198011",""
"",""
"10.3389/feduc.2023.1193382",""
"10.3389/feduc.2023.1141019",""
"10.3389/feduc.2023.1147213",""
"10.3389/feduc.2023.1197396",""
"10.3389/feduc.2023.1208081",""
"10.3389/feduc.2023.1198709",""
"10.3389/feduc.2023.1177519",""
"10.3389/feduc.2023.1194879",""
"",""
"10.3389/feduc.2023.1136940",""
"10.3389/feduc.2023.1055453",""
"10.3389/feduc.2023.1150531",""
"10.3389/feduc.2023.1155786",""
"10.3389/feduc.2023.1112591",""
"10.3389/feduc.2023.1162523",""
"10.1109/te.2017.2766155",""
"",""
"10.3389/feduc.2023.1197938",""
"10.3389/feduc.2023.1159417",""
"",""
"",""
"",""
"",""
"10.3389/feduc.2023.1204818",""
"10.3389/feduc.2023.1182377",""
"10.3389/feduc.2023.1202360",""
"10.3389/feduc.2023.1157709",""
"10.3389/feduc.2023.1091426",""
"10.3389/feduc.2023.952472",""
"",""
"10.3389/feduc.2023.1125361",""
"10.3389/feduc.2023.1151915",""
"10.3389/feduc.2023.1100336",""
"10.3389/feduc.2023.944635",""
"10.3389/feduc.2023.1146797",""
